observation --- [356, 490, 597, 589, 600, 223, 633, 868] info --- {'sequence': ['N48', 'N158', 'N440', 'E121', 'E53', 'E84', 'E198', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1661463138548267 loss --- 274.838134765625 logZ --- 17.068716049194336
observation --- [419, 387, 200, 599, 157, 194, 491, 868] info --- {'sequence': ['N225', 'N113', 'N621', 'E174', 'E5', 'E36', 'E39', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3162673735225856 loss --- 264.61505126953125 logZ --- 17.068716049194336
observation --- [695, 653, 853, 783, 564, 646, 408, 868] info --- {'sequence': ['N196', 'N600', 'N298', 'E146', 'E204', 'E106', 'E152', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2864457950332935 loss --- 332.3999328613281 logZ --- 17.068716049194336
observation --- [67, 766, 861, 13, 647, 842, 759, 868] info --- {'sequence': ['N157', 'N310', 'N558', 'E222', 'E52', 'E68', 'E38', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.265702089904978 loss --- 295.41546630859375 logZ --- 17.068716049194336
observation --- [597, 706, 570, 280, 646, 815, 305, 868] info --- {'sequence': ['N440', 'N50', 'N516', 'E72', 'E106', 'E156', 'E7', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4517740493657139 loss --- 331.1962890625 logZ --- 17.068716049194336
observation --- [602, 365, 853, 600, 687, 842, 460, 868] info --- {'sequence': ['N19', 'N184', 'N298', 'E53', 'E120', 'E68', 'E192', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.129002211113484 loss --- 310.6082763671875 logZ --- 17.073522567749023
observation --- [481, 806, 482, 677, 420, 803, 17, 868] info --- {'sequence': ['N246', 'N156', 'N499', 'E189', 'E12', 'E91', 'E219', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1348679782604336 loss --- 335.95623779296875 logZ --- 17.073522567749023
observation --- [575, 699, 429, 682, 117, 842, 774, 868] info --- {'sequence': ['N571', 'N219', 'N63', 'E209', 'E42', 'E68', 'E161', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4127402193336622 loss --- 287.1893310546875 logZ --- 17.073522567749023
observation --- [2, 34, 570, 781, 210, 813, 183, 868] info --- {'sequence': ['N80', 'N57', 'N516', 'E138', 'E17', 'E203', 'E151', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.710183683193828 loss --- 316.6268005371094 logZ --- 17.073522567749023
observation --- [812, 263, 356, 600, 195, 776, 599, 868] info --- {'sequence': ['N415', 'N76', 'N48', 'E53', 'E81', 'E105', 'E174', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2771270390798417 loss --- 339.45184326171875 logZ --- 17.073522567749023
observation --- [356, 34, 795, 11, 354, 193, 246, 868] info --- {'sequence': ['N48', 'N57', 'N408', 'E25', 'E148', 'E77', 'E185', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5589024818130814 loss --- 312.8409729003906 logZ --- 17.0783748626709
observation --- [704, 91, 485, 589, 189, 817, 738, 868] info --- {'sequence': ['N485', 'N307', 'N79', 'E121', 'E66', 'E88', 'E11', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2869962144993625 loss --- 149.8800506591797 logZ --- 17.0783748626709
observation --- [512, 666, 635, 548, 175, 721, 622, 868] info --- {'sequence': ['N96', 'N466', 'N641', 'E226', 'E184', 'E217', 'E147', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.132702681879476 loss --- 332.59393310546875 logZ --- 17.0783748626709
observation --- [59, 134, 153, 277, 721, 167, 520, 868] info --- {'sequence': ['N23', 'N693', 'N117', 'E132', 'E217', 'E193', 'E113', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0745365113386278 loss --- 285.48382568359375 logZ --- 17.0783748626709
observation --- [778, 490, 597, 632, 568, 672, 808, 868] info --- {'sequence': ['N687', 'N158', 'N440', 'E143', 'E154', 'E201', 'E2', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2774233413771423 loss --- 264.28570556640625 logZ --- 17.0783748626709
observation --- [519, 807, 89, 803, 378, 285, 225, 868] info --- {'sequence': ['N456', 'N99', 'N473', 'E91', 'E29', 'E57', 'E78', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5363741059580758 loss --- 289.7293701171875 logZ --- 17.083221435546875
observation --- [438, 28, 89, 557, 776, 275, 694, 868] info --- {'sequence': ['N130', 'N39', 'N473', 'E114', 'E105', 'E207', 'E206', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2314723112246382 loss --- 286.5335998535156 logZ --- 17.083221435546875
observation --- [422, 706, 419, 803, 582, 167, 245, 868] info --- {'sequence': ['N579', 'N50', 'N225', 'E91', 'E178', 'E193', 'E230', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2690937507161895 loss --- 271.6798400878906 logZ --- 17.083221435546875
observation --- [147, 537, 519, 135, 280, 589, 487, 868] info --- {'sequence': ['N535', 'N215', 'N456', 'E194', 'E72', 'E121', 'E181', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4888189633988074 loss --- 294.9876708984375 logZ --- 17.083221435546875
observation --- [249, 54, 853, 867, 467, 63, 491, 868] info --- {'sequence': ['N321', 'N93', 'N298', 'none', 'E10', 'E76', 'E39', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4797869268853918 loss --- 259.72247314453125 logZ --- 17.083221435546875
observation --- [795, 134, 249, 776, 633, 135, 292, 868] info --- {'sequence': ['N408', 'N693', 'N321', 'E105', 'E198', 'E194', 'E43', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2962545385117894 loss --- 272.5722961425781 logZ --- 17.08807945251465
observation --- [704, 44, 826, 755, 245, 115, 285, 868] info --- {'sequence': ['N485', 'N719', 'N606', 'E79', 'E230', 'E33', 'E57', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2850113662468658 loss --- 164.87258911132812 logZ --- 17.08807945251465
observation --- [295, 50, 64, 813, 568, 779, 124, 868] info --- {'sequence': ['N679', 'N435', 'N285', 'E203', 'E154', 'E51', 'E135', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2348032946635694 loss --- 292.5812072753906 logZ --- 17.08807945251465
observation --- [585, 28, 740, 11, 246, 232, 534, 868] info --- {'sequence': ['N20', 'N39', 'N150', 'E25', 'E185', 'E215', 'E126', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0025286024453022 loss --- 312.8493347167969 logZ --- 17.08807945251465
observation --- [458, 222, 147, 494, 673, 115, 719, 868] info --- {'sequence': ['N610', 'N385', 'N535', 'E165', 'E16', 'E33', 'E49', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.7138430325342637 loss --- 339.67425537109375 logZ --- 17.08807945251465
observation --- [334, 706, 295, 632, 726, 612, 805, 868] info --- {'sequence': ['N163', 'N50', 'N679', 'E143', 'E234', 'E157', 'E150', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4809550202704473 loss --- 347.05633544921875 logZ --- 17.092939376831055
observation --- [635, 113, 434, 654, 431, 808, 474, 868] info --- {'sequence': ['N641', 'N515', 'N377', 'E145', 'E168', 'E2', 'E70', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2230280110505134 loss --- 302.4538879394531 logZ --- 17.092939376831055
observation --- [556, 28, 356, 805, 457, 440, 87, 868] info --- {'sequence': ['N717', 'N39', 'N48', 'E150', 'E130', 'E30', 'E71', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.6523124939252696 loss --- 274.0272521972656 logZ --- 17.092939376831055
observation --- [39, 490, 489, 115, 277, 305, 522, 868] info --- {'sequence': ['N416', 'N158', 'N429', 'E33', 'E132', 'E7', 'E183', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5565626829470296 loss --- 236.47930908203125 logZ --- 17.092939376831055
observation --- [861, 674, 334, 755, 589, 564, 477, 868] info --- {'sequence': ['N558', 'N32', 'N163', 'E79', 'E121', 'E204', 'E169', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1834226436219177 loss --- 292.1833190917969 logZ --- 17.092939376831055
observation --- [737, 834, 556, 431, 788, 189, 636, 868] info --- {'sequence': ['N333', 'N371', 'N717', 'E168', 'E167', 'E66', 'E82', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0981522219026332 loss --- 309.61346435546875 logZ --- 17.097814559936523
observation --- [153, 558, 249, 293, 193, 522, 647, 868] info --- {'sequence': ['N117', 'N3', 'N321', 'E9', 'E77', 'E183', 'E52', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2075624214607832 loss --- 265.06793212890625 logZ --- 17.097814559936523
observation --- [154, 714, 458, 40, 443, 808, 758, 868] info --- {'sequence': ['N488', 'N697', 'N610', 'E123', 'E47', 'E2', 'E80', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4729605894366455 loss --- 305.5006408691406 logZ --- 17.097814559936523
observation --- [792, 44, 686, 725, 606, 414, 414, 868] info --- {'sequence': ['N277', 'N719', 'N126', 'E179', 'E110', 'E188', 'E188', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3491739893601307 loss --- 263.0050964355469 logZ --- 17.097814559936523
observation --- [422, 34, 24, 671, 115, 420, 487, 868] info --- {'sequence': ['N579', 'N57', 'N160', 'E97', 'E33', 'E12', 'E181', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.7196887708508846 loss --- 255.5764617919922 logZ --- 17.097814559936523
observation --- [591, 159, 519, 443, 738, 815, 803, 868] info --- {'sequence': ['N137', 'N461', 'N456', 'E47', 'E11', 'E156', 'E91', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.314818293670311 loss --- 230.3555145263672 logZ --- 17.102697372436523
observation --- [812, 370, 489, 751, 764, 811, 649, 868] info --- {'sequence': ['N415', 'N256', 'N429', 'E50', 'E69', 'E90', 'E101', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.205041553896067 loss --- 265.4254150390625 logZ --- 17.102697372436523
observation --- [591, 159, 481, 759, 47, 99, 14, 868] info --- {'sequence': ['N137', 'N461', 'N246', 'E38', 'E8', 'E21', 'E171', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1314118506340571 loss --- 320.89471435546875 logZ --- 17.102697372436523
observation --- [266, 395, 444, 470, 193, 709, 694, 868] info --- {'sequence': ['N25', 'N708', 'N10', 'E205', 'E77', 'E1', 'E206', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5531306006732468 loss --- 294.98956298828125 logZ --- 17.102697372436523
observation --- [39, 558, 154, 420, 168, 126, 632, 868] info --- {'sequence': ['N416', 'N3', 'N488', 'E12', 'E159', 'E112', 'E143', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.412251349411223 loss --- 256.4113464355469 logZ --- 17.102697372436523
observation --- [602, 699, 153, 487, 751, 755, 277, 868] info --- {'sequence': ['N19', 'N219', 'N117', 'E181', 'E50', 'E79', 'E132', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1224641819049597 loss --- 237.2541046142578 logZ --- 17.10757827758789
observation --- [19, 464, 19, 275, 443, 751, 677, 868] info --- {'sequence': ['N639', 'N662', 'N639', 'E207', 'E47', 'E50', 'E189', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.5258224586354907 loss --- 264.8412170410156 logZ --- 17.10757827758789
observation --- [482, 265, 214, 208, 613, 491, 624, 868] info --- {'sequence': ['N499', 'N398', 'N592', 'E158', 'E115', 'E39', 'E199', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2964295800443093 loss --- 258.2249755859375 logZ --- 17.10757827758789
observation --- [812, 113, 64, 567, 827, 592, 759, 868] info --- {'sequence': ['N415', 'N515', 'N285', 'E3', 'E98', 'E41', 'E38', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4760794393894328 loss --- 300.3684997558594 logZ --- 17.10757827758789
observation --- [424, 659, 519, 649, 243, 647, 622, 868] info --- {'sequence': ['N18', 'N313', 'N456', 'E101', 'E15', 'E52', 'E147', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2935427392297607 loss --- 261.355712890625 logZ --- 17.10757827758789
observation --- [295, 28, 422, 811, 550, 117, 672, 868] info --- {'sequence': ['N679', 'N39', 'N579', 'E90', 'E108', 'E42', 'E201', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.503774679286236 loss --- 326.65069580078125 logZ --- 17.112451553344727
observation --- [65, 653, 93, 755, 842, 643, 805, 868] info --- {'sequence': ['N186', 'N600', 'N403', 'E79', 'E68', 'E107', 'E150', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3624291365942711 loss --- 218.00233459472656 logZ --- 17.112451553344727
observation --- [575, 523, 415, 672, 867, 837, 175, 868] info --- {'sequence': ['N571', 'N188', 'N386', 'E201', 'none', 'E139', 'E184', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4176472417200747 loss --- 281.0372619628906 logZ --- 17.112451553344727
observation --- [585, 244, 39, 460, 277, 431, 388, 868] info --- {'sequence': ['N20', 'N601', 'N416', 'E192', 'E132', 'E168', 'E28', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4998243999351983 loss --- 311.0370178222656 logZ --- 17.112451553344727
observation --- [19, 372, 585, 557, 27, 443, 774, 868] info --- {'sequence': ['N639', 'N607', 'N20', 'E114', 'E73', 'E47', 'E161', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4639641229994302 loss --- 238.36178588867188 logZ --- 17.112451553344727
observation --- [482, 387, 795, 467, 443, 453, 188, 868] info --- {'sequence': ['N499', 'N113', 'N408', 'E10', 'E47', 'E27', 'E35', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3217634101268578 loss --- 251.55958557128906 logZ --- 17.117326736450195
observation --- [266, 44, 65, 12, 167, 193, 457, 868] info --- {'sequence': ['N25', 'N719', 'N186', 'E218', 'E193', 'E77', 'E130', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.400656040574559 loss --- 246.99774169921875 logZ --- 17.117326736450195
observation --- [55, 569, 704, 27, 700, 40, 453, 868] info --- {'sequence': ['N81', 'N434', 'N485', 'E73', 'E60', 'E123', 'E27', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 0.1298188865184784 logZ --- 17.117326736450195
observation --- [19, 134, 826, 632, 430, 12, 774, 868] info --- {'sequence': ['N639', 'N693', 'N606', 'E143', 'E111', 'E218', 'E161', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3911347005475074 loss --- 295.32354736328125 logZ --- 17.117326736450195
observation --- [769, 558, 215, 779, 755, 378, 803, 868] info --- {'sequence': ['N51', 'N3', 'N176', 'E51', 'E79', 'E29', 'E91', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 7.729379653930664 logZ --- 17.117326736450195
observation --- [266, 113, 737, 633, 109, 774, 73, 868] info --- {'sequence': ['N25', 'N515', 'N333', 'E198', 'E40', 'E161', 'E94', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3760270530985927 loss --- 278.4999694824219 logZ --- 17.121990203857422
observation --- [704, 718, 2, 366, 193, 620, 808, 868] info --- {'sequence': ['N485', 'N388', 'N80', 'E170', 'E77', 'E229', 'E2', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.577662652970736 loss --- 280.5290222167969 logZ --- 17.121990203857422
observation --- [154, 44, 444, 649, 188, 589, 161, 868] info --- {'sequence': ['N488', 'N719', 'N10', 'E101', 'E35', 'E121', 'E85', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4674677420468685 loss --- 203.87905883789062 logZ --- 17.121990203857422
observation --- [602, 365, 19, 693, 312, 719, 12, 868] info --- {'sequence': ['N19', 'N184', 'N639', 'E95', 'E153', 'E49', 'E218', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2108749024245555 loss --- 309.55029296875 logZ --- 17.121990203857422
observation --- [419, 372, 485, 166, 223, 783, 529, 868] info --- {'sequence': ['N225', 'N607', 'N79', 'E14', 'E84', 'E146', 'E129', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2694500561070412 loss --- 323.2863464355469 logZ --- 17.121990203857422
observation --- [2, 57, 570, 738, 491, 27, 671, 868] info --- {'sequence': ['N80', 'N34', 'N516', 'E11', 'E39', 'E73', 'E97', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.564613227617101 loss --- 269.999267578125 logZ --- 17.126680374145508
observation --- [737, 523, 585, 423, 748, 755, 440, 868] info --- {'sequence': ['N333', 'N188', 'N20', 'E86', 'E22', 'E79', 'E30', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4370862123878119 loss --- 261.3821716308594 logZ --- 17.126680374145508
observation --- [438, 406, 737, 124, 836, 808, 764, 868] info --- {'sequence': ['N130', 'N367', 'N333', 'E135', 'E128', 'E2', 'E69', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.7052171660250617 loss --- 296.48876953125 logZ --- 17.126680374145508
observation --- [200, 54, 458, 487, 788, 755, 700, 868] info --- {'sequence': ['N621', 'N93', 'N610', 'E181', 'E167', 'E79', 'E60', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1230467613337496 loss --- 288.65899658203125 logZ --- 17.126680374145508
observation --- [438, 552, 89, 649, 157, 813, 811, 868] info --- {'sequence': ['N130', 'N305', 'N473', 'E101', 'E5', 'E203', 'E90', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3448832439560316 loss --- 280.9087219238281 logZ --- 17.126680374145508
observation --- [597, 653, 438, 803, 262, 518, 232, 868] info --- {'sequence': ['N440', 'N600', 'N130', 'E91', 'E228', 'E232', 'E215', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0298635467124178 loss --- 255.8518829345703 logZ --- 17.13139533996582
observation --- [67, 454, 2, 667, 275, 126, 299, 868] info --- {'sequence': ['N157', 'N520', 'N80', 'E134', 'E207', 'E112', 'E225', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.300439201276093 loss --- 265.6917724609375 logZ --- 17.13139533996582
observation --- [334, 562, 602, 776, 783, 210, 784, 868] info --- {'sequence': ['N163', 'N68', 'N19', 'E105', 'E146', 'E17', 'E87', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2981960315515215 loss --- 362.5885314941406 logZ --- 17.13139533996582
observation --- [295, 674, 215, 677, 474, 430, 315, 868] info --- {'sequence': ['N679', 'N32', 'N176', 'E189', 'E70', 'E111', 'E99', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.25381573660695 loss --- 332.64227294921875 logZ --- 17.13139533996582
observation --- [21, 9, 147, 70, 467, 293, 716, 868] info --- {'sequence': ['N411', 'N238', 'N535', 'E92', 'E10', 'E9', 'E196', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.8406570829697266 loss --- 323.99127197265625 logZ --- 17.13139533996582
observation --- [519, 226, 169, 292, 862, 837, 803, 868] info --- {'sequence': ['N456', 'N267', 'N279', 'E43', 'E18', 'E139', 'E91', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2962106551464245 loss --- 310.8603210449219 logZ --- 17.13615608215332
observation --- [657, 317, 585, 42, 245, 188, 796, 868] info --- {'sequence': ['N484', 'N2', 'N20', 'E160', 'E230', 'E35', 'E59', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3445624395415738 loss --- 253.07542419433594 logZ --- 17.13615608215332
observation --- [586, 34, 191, 245, 620, 811, 522, 868] info --- {'sequence': ['N682', 'N57', 'N474', 'E230', 'E229', 'E90', 'E183', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3492264119206472 loss --- 258.5605773925781 logZ --- 17.13615608215332
observation --- [200, 834, 249, 40, 166, 615, 631, 868] info --- {'sequence': ['N621', 'N371', 'N321', 'E123', 'E14', 'E141', 'E187', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.17459083333253 loss --- 295.6924743652344 logZ --- 17.13615608215332
observation --- [419, 134, 512, 738, 813, 494, 764, 868] info --- {'sequence': ['N225', 'N693', 'N96', 'E11', 'E203', 'E165', 'E69', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2963904567470663 loss --- 287.8201599121094 logZ --- 17.13615608215332
observation --- [39, 28, 2, 208, 23, 453, 784, 868] info --- {'sequence': ['N416', 'N39', 'N80', 'E158', 'E136', 'E27', 'E87', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.6243835663044672 loss --- 257.09051513671875 logZ --- 17.14093589782715
observation --- [635, 44, 737, 518, 510, 613, 292, 868] info --- {'sequence': ['N641', 'N719', 'N333', 'E232', 'E190', 'E115', 'E43', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3204579006935167 loss --- 219.061767578125 logZ --- 17.14093589782715
observation --- [219, 57, 740, 687, 534, 270, 636, 868] info --- {'sequence': ['N611', 'N34', 'N150', 'E120', 'E126', 'E213', 'E82', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0811578389737766 loss --- 312.4886169433594 logZ --- 17.14093589782715
observation --- [585, 706, 434, 783, 135, 774, 750, 868] info --- {'sequence': ['N20', 'N50', 'N377', 'E146', 'E194', 'E161', 'E64', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.32405047753986 loss --- 301.43280029296875 logZ --- 17.14093589782715
observation --- [77, 718, 795, 582, 827, 201, 615, 868] info --- {'sequence': ['N477', 'N388', 'N408', 'E178', 'E98', 'E19', 'E141', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.6000225948209064 loss --- 333.469482421875 logZ --- 17.14093589782715
observation --- [482, 365, 19, 709, 774, 726, 748, 868] info --- {'sequence': ['N499', 'N184', 'N639', 'E1', 'E161', 'E234', 'E22', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2277442312282256 loss --- 303.5179443359375 logZ --- 17.145736694335938
observation --- [853, 653, 154, 615, 639, 14, 867, 868] info --- {'sequence': ['N298', 'N600', 'N488', 'E141', 'E6', 'E171', 'none', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3501498194137997 loss --- 290.471435546875 logZ --- 17.145736694335938
observation --- [136, 365, 597, 142, 776, 195, 547, 868] info --- {'sequence': ['N519', 'N184', 'N440', 'E210', 'E105', 'E81', 'E125', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.0874381127501693 loss --- 258.3833312988281 logZ --- 17.145736694335938
observation --- [434, 244, 295, 520, 47, 135, 73, 868] info --- {'sequence': ['N377', 'N601', 'N679', 'E113', 'E8', 'E194', 'E94', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3213137770485055 loss --- 304.1456298828125 logZ --- 17.145736694335938
observation --- [136, 395, 769, 599, 643, 647, 791, 868] info --- {'sequence': ['N519', 'N708', 'N51', 'E174', 'E107', 'E52', 'E177', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.127535925147303 loss --- 282.4641418457031 logZ --- 17.145736694335938
observation --- [154, 44, 67, 694, 472, 662, 260, 868] info --- {'sequence': ['N488', 'N719', 'N157', 'E206', 'E131', 'E13', 'E83', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.2068367386965173 loss --- 301.5724182128906 logZ --- 17.150558471679688
observation --- [853, 50, 853, 440, 423, 709, 716, 868] info --- {'sequence': ['N298', 'N435', 'N298', 'E30', 'E86', 'E1', 'E196', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4672980325462195 loss --- 294.18914794921875 logZ --- 17.150558471679688
observation --- [481, 598, 59, 491, 599, 862, 759, 868] info --- {'sequence': ['N246', 'N312', 'N23', 'E39', 'E174', 'E18', 'E38', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 0 loss --- 1.815365195274353 logZ --- 17.150558471679688
observation --- [485, 490, 93, 170, 354, 227, 452, 868] info --- {'sequence': ['N79', 'N158', 'N403', 'E212', 'E148', 'E175', 'E67', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3918578991081478 loss --- 269.2668151855469 logZ --- 17.150558471679688
observation --- [266, 90, 321, 402, 618, 632, 115, 868] info --- {'sequence': ['N25', 'N450', 'N231', 'E61', 'E118', 'E143', 'E33', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.3363518702378483 loss --- 324.74432373046875 logZ --- 17.150558471679688
observation --- [795, 222, 316, 803, 672, 643, 633, 868] info --- {'sequence': ['N408', 'N385', 'N110', 'E91', 'E201', 'E107', 'E198', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.215001435388855 loss --- 289.6277770996094 logZ --- 17.15530014038086
observation --- [861, 387, 657, 833, 366, 654, 680, 868] info --- {'sequence': ['N558', 'N113', 'N484', 'E89', 'E170', 'E145', 'E104', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.1578879141137188 loss --- 325.97344970703125 logZ --- 17.15530014038086
observation --- [200, 386, 812, 193, 232, 188, 6, 868] info --- {'sequence': ['N621', 'N514', 'N415', 'E77', 'E215', 'E35', 'E23', '[TER]'], 'allowed_forward_actions': [], 'allowed_backward_actions': [868]} reward --- 1.4255113414427956 loss --- 296.8910217285156 logZ --- 17.15530014038086
